row,col,value
1.219000000000000000e+03,0.000000000000000000e+00,4.956959164144030816e-01
1.240000000000000000e+03,0.000000000000000000e+00,-9.737330055376757221e-01
1.220000000000000000e+03,1.000000000000000000e+00,-8.819655967204750313e-01
1.241000000000000000e+03,1.000000000000000000e+00,5.881171079550936431e-01
1.221000000000000000e+03,2.000000000000000000e+00,3.945518507936922603e-01
1.242000000000000000e+03,2.000000000000000000e+00,-9.144608243494436461e-01
1.222000000000000000e+03,3.000000000000000000e+00,5.713382180930254295e-01
1.243000000000000000e+03,3.000000000000000000e+00,-8.214701832925317415e-01
1.223000000000000000e+03,4.000000000000000000e+00,-3.589061082460353047e-01
1.244000000000000000e+03,4.000000000000000000e+00,9.879452074185697263e-01
1.224000000000000000e+03,5.000000000000000000e+00,-1.027816846141127005e+00
1.245000000000000000e+03,5.000000000000000000e+00,5.751631506593462007e-01
1.225000000000000000e+03,6.000000000000000000e+00,-7.846689810276056276e-01
1.246000000000000000e+03,6.000000000000000000e+00,-7.263292057107244570e-01
1.226000000000000000e+03,7.000000000000000000e+00,-1.019041455633934667e+00
1.247000000000000000e+03,7.000000000000000000e+00,-1.165180232463747384e-01
1.227000000000000000e+03,8.000000000000000000e+00,-2.362582261271361228e-01
1.248000000000000000e+03,8.000000000000000000e+00,1.042454481591407855e+00
1.228000000000000000e+03,9.000000000000000000e+00,9.895086221690206907e-01
1.249000000000000000e+03,9.000000000000000000e+00,2.049129897242115417e-01
1.229000000000000000e+03,1.000000000000000000e+01,2.662995379511498006e-01
1.250000000000000000e+03,1.000000000000000000e+01,1.008527611345875430e+00
1.230000000000000000e+03,1.100000000000000000e+01,-9.731344487931710141e-01
1.251000000000000000e+03,1.100000000000000000e+01,1.773635066739249977e+00
1.231000000000000000e+03,1.200000000000000000e+01,7.210819045971955665e-01
1.252000000000000000e+03,1.200000000000000000e+01,7.243195898825895984e-01
1.232000000000000000e+03,1.300000000000000000e+01,-3.407034442751145087e-01
1.253000000000000000e+03,1.300000000000000000e+01,-8.928618875831962898e-01
1.233000000000000000e+03,1.400000000000000000e+01,-3.519889969147505515e-01
1.254000000000000000e+03,1.400000000000000000e+01,-9.343226871018764923e-01
1.234000000000000000e+03,1.500000000000000000e+01,-9.433776328187665206e-01
1.255000000000000000e+03,1.500000000000000000e+01,-3.802109214089431921e-01
1.235000000000000000e+03,1.600000000000000000e+01,8.175788153422121063e-01
1.256000000000000000e+03,1.600000000000000000e+01,-4.216168842070537326e-01
1.236000000000000000e+03,1.700000000000000000e+01,-3.608011717688785480e-01
1.257000000000000000e+03,1.700000000000000000e+01,-9.573579286672757593e-01
1.237000000000000000e+03,1.800000000000000000e+01,-9.788317599825567816e-01
1.258000000000000000e+03,1.800000000000000000e+01,2.529150277411222891e-01
1.238000000000000000e+03,1.900000000000000000e+01,2.237872888739355359e-01
1.259000000000000000e+03,1.900000000000000000e+01,1.016383165467575678e+00
1.239000000000000000e+03,2.000000000000000000e+01,6.160771179726488578e-01
1.260000000000000000e+03,2.000000000000000000e+01,1.678000505215884730e-01
0.000000000000000000e+00,2.100000000000000000e+01,3.769911184307751455e+02
2.100000000000000000e+01,2.100000000000000000e+01,-3.700000000000000000e+01
1.000000000000000000e+00,2.200000000000000000e+01,3.769911184307751455e+02
2.200000000000000000e+01,2.200000000000000000e+01,-1.071000000000000085e+01
2.000000000000000000e+00,2.300000000000000000e+01,3.769911184307751455e+02
2.300000000000000000e+01,2.300000000000000000e+01,-3.770000000000000018e+00
3.000000000000000000e+00,2.400000000000000000e+01,3.769911184307751455e+02
2.400000000000000000e+01,2.400000000000000000e+01,-8.500000000000000000e+00
4.000000000000000000e+00,2.500000000000000000e+01,3.769911184307751455e+02
2.500000000000000000e+01,2.500000000000000000e+01,-1.176999999999999957e+01
5.000000000000000000e+00,2.600000000000000000e+01,3.769911184307751455e+02
2.600000000000000000e+01,2.600000000000000000e+01,-1.000000000000000000e+03
6.000000000000000000e+00,2.700000000000000000e+01,3.769911184307751455e+02
2.700000000000000000e+01,2.700000000000000000e+01,-9.870000000000000284e+01
7.000000000000000000e+00,2.800000000000000000e+01,3.769911184307751455e+02
2.800000000000000000e+01,2.800000000000000000e+01,-2.700000000000000000e+01
8.000000000000000000e+00,2.900000000000000000e+01,3.769911184307751455e+02
2.900000000000000000e+01,2.900000000000000000e+01,-3.600000000000000000e+01
9.000000000000000000e+00,3.000000000000000000e+01,3.769911184307751455e+02
3.000000000000000000e+01,3.000000000000000000e+01,-4.600000000000000000e+01
1.000000000000000000e+01,3.100000000000000000e+01,3.769911184307751455e+02
3.100000000000000000e+01,3.100000000000000000e+01,-3.000000000000000000e+01
2.031000000000000000e+03,3.100000000000000000e+01,1.000000000000000000e+00
1.100000000000000000e+01,3.200000000000000000e+01,3.769911184307751455e+02
3.200000000000000000e+01,3.200000000000000000e+01,-1.000000000000000000e+03
1.200000000000000000e+01,3.300000000000000000e+01,3.769911184307751455e+02
3.300000000000000000e+01,3.300000000000000000e+01,-6.600000000000000000e+01
1.300000000000000000e+01,3.400000000000000000e+01,3.769911184307751455e+02
3.400000000000000000e+01,3.400000000000000000e+01,-1.900000000000000000e+02
1.400000000000000000e+01,3.500000000000000000e+01,3.769911184307751455e+02
3.500000000000000000e+01,3.500000000000000000e+01,-3.300000000000000000e+01
1.500000000000000000e+01,3.600000000000000000e+01,3.769911184307751455e+02
