row,col,value
1.219000000000000000e+03,0.000000000000000000e+00,1.018487158281433214e+00
1.240000000000000000e+03,0.000000000000000000e+00,-1.535705323810885314e-01
1.220000000000000000e+03,1.000000000000000000e+00,1.039856531767852310e+00
1.241000000000000000e+03,1.000000000000000000e+00,-1.727406552417839330e-02
1.221000000000000000e+03,2.000000000000000000e+00,9.899116023462301017e-01
1.242000000000000000e+03,2.000000000000000000e+00,-1.322949508935370062e-02
1.222000000000000000e+03,3.000000000000000000e+00,9.995974274641815649e-01
1.243000000000000000e+03,3.000000000000000000e+00,-2.837222245419418823e-02
1.223000000000000000e+03,4.000000000000000000e+00,1.049662526272787222e+00
1.244000000000000000e+03,4.000000000000000000e+00,-2.661918365822635302e-02
1.224000000000000000e+03,5.000000000000000000e+00,1.016711050080952861e+00
1.245000000000000000e+03,5.000000000000000000e+00,-8.184522370478403142e-02
1.225000000000000000e+03,6.000000000000000000e+00,1.029546329268142157e+00
1.246000000000000000e+03,6.000000000000000000e+00,-1.470862192406009183e-01
1.226000000000000000e+03,7.000000000000000000e+00,1.036810345283235568e+00
1.247000000000000000e+03,7.000000000000000000e+00,-8.138985141685764479e-02
1.227000000000000000e+03,8.000000000000000000e+00,1.033879456863006530e+00
1.248000000000000000e+03,8.000000000000000000e+00,-1.126644073195025159e-01
1.228000000000000000e+03,9.000000000000000000e+00,1.014923659623079955e+00
1.249000000000000000e+03,9.000000000000000000e+00,-1.016364360713937071e-01
1.229000000000000000e+03,1.000000000000000000e+01,9.943412651016623194e-01
1.250000000000000000e+03,1.000000000000000000e+01,-1.062329916552562925e-01
1.230000000000000000e+03,1.100000000000000000e+01,1.011085998744511105e+00
1.251000000000000000e+03,1.100000000000000000e+01,-1.345552048150303603e-01
1.231000000000000000e+03,1.200000000000000000e+01,1.039648090810330050e+00
1.252000000000000000e+03,1.200000000000000000e+01,-2.705267592005646676e-02
1.232000000000000000e+03,1.300000000000000000e+01,1.049603986667760891e+00
1.253000000000000000e+03,1.300000000000000000e+01,-2.883524182563615076e-02
1.233000000000000000e+03,1.400000000000000000e+01,1.001961390711179289e+00
1.254000000000000000e+03,1.400000000000000000e+01,-1.271745710593099044e-01
1.234000000000000000e+03,1.500000000000000000e+01,1.016010392202937318e+00
1.255000000000000000e+03,1.500000000000000000e+01,-9.012703776133650091e-02
1.235000000000000000e+03,1.600000000000000000e+01,9.739198253129965899e-01
1.256000000000000000e+03,1.600000000000000000e+01,-3.031174258638097974e-01
1.236000000000000000e+03,1.700000000000000000e+01,1.017716190154022815e+00
1.257000000000000000e+03,1.700000000000000000e+01,-1.585993578120064862e-01
1.237000000000000000e+03,1.800000000000000000e+01,9.351514633853893477e-01
1.258000000000000000e+03,1.800000000000000000e+01,-4.072980978695638354e-01
1.238000000000000000e+03,1.900000000000000000e+01,1.039919195656177298e+00
1.259000000000000000e+03,1.900000000000000000e+01,-1.296404666025254178e-02
1.239000000000000000e+03,2.000000000000000000e+01,1.009746317372608893e+00
1.260000000000000000e+03,2.000000000000000000e+01,-2.263569200300133422e-02
0.000000000000000000e+00,2.100000000000000000e+01,3.769911184307751455e+02
2.100000000000000000e+01,2.100000000000000000e+01,-3.700000000000000000e+01
1.000000000000000000e+00,2.200000000000000000e+01,3.769911184307751455e+02
2.200000000000000000e+01,2.200000000000000000e+01,-1.071000000000000085e+01
2.000000000000000000e+00,2.300000000000000000e+01,3.769911184307751455e+02
2.300000000000000000e+01,2.300000000000000000e+01,-3.770000000000000018e+00
3.000000000000000000e+00,2.400000000000000000e+01,3.769911184307751455e+02
2.400000000000000000e+01,2.400000000000000000e+01,-8.500000000000000000e+00
4.000000000000000000e+00,2.500000000000000000e+01,3.769911184307751455e+02
2.500000000000000000e+01,2.500000000000000000e+01,-1.176999999999999957e+01
5.000000000000000000e+00,2.600000000000000000e+01,3.769911184307751455e+02
2.600000000000000000e+01,2.600000000000000000e+01,-1.000000000000000000e+03
6.000000000000000000e+00,2.700000000000000000e+01,3.769911184307751455e+02
2.700000000000000000e+01,2.700000000000000000e+01,-9.870000000000000284e+01
7.000000000000000000e+00,2.800000000000000000e+01,3.769911184307751455e+02
2.800000000000000000e+01,2.800000000000000000e+01,-2.700000000000000000e+01
8.000000000000000000e+00,2.900000000000000000e+01,3.769911184307751455e+02
2.900000000000000000e+01,2.900000000000000000e+01,-3.600000000000000000e+01
9.000000000000000000e+00,3.000000000000000000e+01,3.769911184307751455e+02
3.000000000000000000e+01,3.000000000000000000e+01,-4.600000000000000000e+01
1.000000000000000000e+01,3.100000000000000000e+01,3.769911184307751455e+02
3.100000000000000000e+01,3.100000000000000000e+01,-3.000000000000000000e+01
2.031000000000000000e+03,3.100000000000000000e+01,1.000000000000000000e+00
1.100000000000000000e+01,3.200000000000000000e+01,3.769911184307751455e+02
3.200000000000000000e+01,3.200000000000000000e+01,-1.000000000000000000e+03
1.200000000000000000e+01,3.300000000000000000e+01,3.769911184307751455e+02
3.300000000000000000e+01,3.300000000000000000e+01,-6.600000000000000000e+01
1.300000000000000000e+01,3.400000000000000000e+01,3.769911184307751455e+02
3.400000000000000000e+01,3.400000000000000000e+01,-1.900000000000000000e+02
1.400000000000000000e+01,3.500000000000000000e+01,3.769911184307751455e+02
3.500000000000000000e+01,3.500000000000000000e+01,-3.300000000000000000e+01
1.500000000000000000e+01,3.600000000000000000e+01,3.769911184307751455e+02
3.600000000000000000e+01,3.600000000000000000e+01,-2.400000000000000000e+01
1.600000000000000000e+01,3.700000000000000000e+01,3.769911184307751455e+02
3.700000000000000000e+01,3.700000000000000000e+01,-1.000000000000000000e+03
2.032000000000000000e+03,3.700000000000000000e+01,1.000000000000000000e+00
1.700000000000000000e+01,3.800000000000000000e+01,3.769911184307751455e+02
3.800000000000000000e+01,3.800000000000000000e+01,-4.400000000000000000e+01
1.800000000000000000e+01,3.900000000000000000e+01,3.769911184307751455e+02
3.900000000000000000e+01,3.900000000000000000e+01,-1.150000000000000000e+02
1.900000000000000000e+01,4.000000000000000000e+01,3.769911184307751455e+02
4.000000000000000000e+01,4.000000000000000000e+01,-3.500000000000000000e+00
2.000000000000000000e+01,4.100000000000000000e+01,3.769911184307751455e+02
4.100000000000000000e+01,4.100000000000000000e+01,-1.000000000000000000e+03
1.483000000000000000e+03,4.200000000000000000e+01,8.125304213702806422e-01
1.510000000000000000e+03,4.200000000000000000e+01,-6.628395540006903897e-01
1.484000000000000000e+03,4.300000000000000000e+01,8.026044854321227051e-01
1.511000000000000000e+03,4.300000000000000000e+01,-6.913338773445413254e-01
1.485000000000000000e+03,4.400000000000000000e+01,6.226952836165043914e-01
1.512000000000000000e+03,4.400000000000000000e+01,-8.024319745385033453e-01
1.486000000000000000e+03,4.500000000000000000e+01,6.326436720111708878e-01
1.513000000000000000e+03,4.500000000000000000e+01,-7.946121533579901808e-01
1.487000000000000000e+03,4.600000000000000000e+01,8.361316718379957491e-01
1.514000000000000000e+03,4.600000000000000000e+01,-6.776414168639619540e-01
1.488000000000000000e+03,4.700000000000000000e+01,7.496637424882947043e-01
1.515000000000000000e+03,4.700000000000000000e+01,-7.494026108831245425e-01
1.489000000000000000e+03,4.800000000000000000e+01,7.197486179940576489e-01
1.516000000000000000e+03,4.800000000000000000e+01,-7.583087609250234173e-01
1.490000000000000000e+03,4.900000000000000000e+01,7.713449980488399360e-01
1.517000000000000000e+03,4.900000000000000000e+01,-7.057599761852717535e-01
1.491000000000000000e+03,5.000000000000000000e+01,8.297999195862405530e-01
1.518000000000000000e+03,5.000000000000000000e+01,-6.410881791568682209e-01
1.492000000000000000e+03,5.100000000000000000e+01,8.902828286464483654e-01
1.519000000000000000e+03,5.100000000000000000e+01,-5.375839329977027958e-01
1.493000000000000000e+03,5.200000000000000000e+01,8.712444280662268170e-01
1.520000000000000000e+03,5.200000000000000000e+01,-5.493934351296468899e-01
1.494000000000000000e+03,5.300000000000000000e+01,9.462379699271398215e-01
1.521000000000000000e+03,5.300000000000000000e+01,-4.551194395630285827e-01
1.495000000000000000e+03,5.400000000000000000e+01,8.985163661605857222e-01
1.522000000000000000e+03,5.400000000000000000e+01,-5.432939717515521405e-01
1.496000000000000000e+03,5.500000000000000000e+01,9.897304807834809148e-01
1.523000000000000000e+03,5.500000000000000000e+01,-3.194269484688160854e-01
1.497000000000000000e+03,5.600000000000000000e+01,9.481810183264058889e-01
1.524000000000000000e+03,5.600000000000000000e+01,-4.292055410703591867e-01
1.498000000000000000e+03,5.700000000000000000e+01,9.481810183264017811e-01
1.525000000000000000e+03,5.700000000000000000e+01,-4.292055410703680685e-01
1.499000000000000000e+03,5.800000000000000000e+01,8.954960788233489177e-01
1.526000000000000000e+03,5.800000000000000000e+01,-5.288542075203774839e-01
1.500000000000000000e+03,5.900000000000000000e+01,7.246526222896885194e-01
1.527000000000000000e+03,5.900000000000000000e+01,-7.319689727090062936e-01
1.501000000000000000e+03,6.000000000000000000e+01,7.742256609476603213e-01
1.528000000000000000e+03,6.000000000000000000e+01,-6.793192371265212026e-01
1.502000000000000000e+03,6.100000000000000000e+01,7.062391335661671876e-01
1.529000000000000000e+03,6.100000000000000000e+01,-7.634306034078733871e-01
