row,col,value
1.219000000000000000e+03,0.000000000000000000e+00,-2.015237324944114394e-01
1.240000000000000000e+03,0.000000000000000000e+00,1.061391366981523143e+00
1.220000000000000000e+03,1.000000000000000000e+00,-9.973096592753076806e-01
1.241000000000000000e+03,1.000000000000000000e+00,-1.078075714981399126e-02
1.221000000000000000e+03,2.000000000000000000e+00,3.318285214024433438e-01
1.242000000000000000e+03,2.000000000000000000e+00,-9.328851884055689991e-01
1.222000000000000000e+03,3.000000000000000000e+00,-9.742739966872341340e-01
1.243000000000000000e+03,3.000000000000000000e+00,-2.447572425835336796e-01
1.223000000000000000e+03,4.000000000000000000e+00,-1.041302585093160760e+00
1.244000000000000000e+03,4.000000000000000000e+00,5.507181719779998680e-02
1.224000000000000000e+03,5.000000000000000000e+00,2.077457692904362552e-01
1.245000000000000000e+03,5.000000000000000000e+00,9.957397423498772771e-01
1.225000000000000000e+03,6.000000000000000000e+00,6.813451723220664835e-01
1.246000000000000000e+03,6.000000000000000000e+00,7.647807519691056655e-01
1.226000000000000000e+03,7.000000000000000000e+00,2.819226260594347444e-01
1.247000000000000000e+03,7.000000000000000000e+00,-9.997202450104465399e-01
1.227000000000000000e+03,8.000000000000000000e+00,-4.743687380592168656e-01
1.248000000000000000e+03,8.000000000000000000e+00,9.234524861538528917e-01
1.228000000000000000e+03,9.000000000000000000e+00,6.464431724310254479e-01
1.249000000000000000e+03,9.000000000000000000e+00,-7.706085555271267040e-01
1.229000000000000000e+03,1.000000000000000000e+01,-1.012725037048744170e+00
1.250000000000000000e+03,1.000000000000000000e+01,-1.393883128753221623e-01
1.230000000000000000e+03,1.100000000000000000e+01,1.799399988584030330e-01
1.251000000000000000e+03,1.100000000000000000e+01,-7.330556386698169336e-01
1.231000000000000000e+03,1.200000000000000000e+01,9.763425466319389789e-01
1.252000000000000000e+03,1.200000000000000000e+01,-3.870629340200798518e-02
1.232000000000000000e+03,1.300000000000000000e+01,-8.517946238595391906e-01
1.253000000000000000e+03,1.300000000000000000e+01,2.208561190526591722e-01
1.233000000000000000e+03,1.400000000000000000e+01,-6.374301018446748568e-01
1.254000000000000000e+03,1.400000000000000000e+01,7.796455365835534002e-01
1.234000000000000000e+03,1.500000000000000000e+01,7.548172799553570789e-01
1.255000000000000000e+03,1.500000000000000000e+01,-6.692471885706448020e-01
1.235000000000000000e+03,1.600000000000000000e+01,-6.979139588828654484e-01
1.256000000000000000e+03,1.600000000000000000e+01,-6.421577352546424811e-01
1.236000000000000000e+03,1.700000000000000000e+01,1.023680905231212801e+00
1.257000000000000000e+03,1.700000000000000000e+01,2.258618552013329141e-03
1.237000000000000000e+03,1.800000000000000000e+01,-1.008801201962448824e+00
1.258000000000000000e+03,1.800000000000000000e+01,9.078665790550249914e-02
1.238000000000000000e+03,1.900000000000000000e+01,5.551600866220904873e-01
1.259000000000000000e+03,1.900000000000000000e+01,-8.744849782555681461e-01
1.239000000000000000e+03,2.000000000000000000e+01,-3.664928495106279938e-01
1.260000000000000000e+03,2.000000000000000000e+01,-2.264603768461801447e-01
0.000000000000000000e+00,2.100000000000000000e+01,3.769911184307751455e+02
2.100000000000000000e+01,2.100000000000000000e+01,-3.700000000000000000e+01
1.000000000000000000e+00,2.200000000000000000e+01,3.769911184307751455e+02
2.200000000000000000e+01,2.200000000000000000e+01,-1.071000000000000085e+01
2.000000000000000000e+00,2.300000000000000000e+01,3.769911184307751455e+02
2.300000000000000000e+01,2.300000000000000000e+01,-3.770000000000000018e+00
3.000000000000000000e+00,2.400000000000000000e+01,3.769911184307751455e+02
2.400000000000000000e+01,2.400000000000000000e+01,-8.500000000000000000e+00
4.000000000000000000e+00,2.500000000000000000e+01,3.769911184307751455e+02
2.500000000000000000e+01,2.500000000000000000e+01,-1.176999999999999957e+01
5.000000000000000000e+00,2.600000000000000000e+01,3.769911184307751455e+02
2.600000000000000000e+01,2.600000000000000000e+01,-1.000000000000000000e+03
6.000000000000000000e+00,2.700000000000000000e+01,3.769911184307751455e+02
2.700000000000000000e+01,2.700000000000000000e+01,-9.870000000000000284e+01
7.000000000000000000e+00,2.800000000000000000e+01,3.769911184307751455e+02
2.800000000000000000e+01,2.800000000000000000e+01,-2.700000000000000000e+01
8.000000000000000000e+00,2.900000000000000000e+01,3.769911184307751455e+02
2.900000000000000000e+01,2.900000000000000000e+01,-3.600000000000000000e+01
9.000000000000000000e+00,3.000000000000000000e+01,3.769911184307751455e+02
3.000000000000000000e+01,3.000000000000000000e+01,-4.600000000000000000e+01
1.000000000000000000e+01,3.100000000000000000e+01,3.769911184307751455e+02
3.100000000000000000e+01,3.100000000000000000e+01,-3.000000000000000000e+01
2.031000000000000000e+03,3.100000000000000000e+01,1.000000000000000000e+00
1.100000000000000000e+01,3.200000000000000000e+01,3.769911184307751455e+02
3.200000000000000000e+01,3.200000000000000000e+01,-1.000000000000000000e+03
1.200000000000000000e+01,3.300000000000000000e+01,3.769911184307751455e+02
3.300000000000000000e+01,3.300000000000000000e+01,-6.600000000000000000e+01
1.300000000000000000e+01,3.400000000000000000e+01,3.769911184307751455e+02
3.400000000000000000e+01,3.400000000000000000e+01,-1.900000000000000000e+02
1.400000000000000000e+01,3.500000000000000000e+01,3.769911184307751455e+02
3.500000000000000000e+01,3.500000000000000000e+01,-3.300000000000000000e+01
1.500000000000000000e+01,3.600000000000000000e+01,3.769911184307751455e+02
3.600000000000000000e+01,3.600000000000000000e+01,-2.400000000000000000e+01
1.600000000000000000e+01,3.700000000000000000e+01,3.769911184307751455e+02
3.700000000000000000e+01,3.700000000000000000e+01,-1.000000000000000000e+03
2.032000000000000000e+03,3.700000000000000000e+01,1.000000000000000000e+00
1.700000000000000000e+01,3.800000000000000000e+01,3.769911184307751455e+02
3.800000000000000000e+01,3.800000000000000000e+01,-4.400000000000000000e+01
1.800000000000000000e+01,3.900000000000000000e+01,3.769911184307751455e+02
3.900000000000000000e+01,3.900000000000000000e+01,-1.150000000000000000e+02
1.900000000000000000e+01,4.000000000000000000e+01,3.769911184307751455e+02
4.000000000000000000e+01,4.000000000000000000e+01,-3.500000000000000000e+00
2.000000000000000000e+01,4.100000000000000000e+01,3.769911184307751455e+02
4.100000000000000000e+01,4.100000000000000000e+01,-1.000000000000000000e+03
1.483000000000000000e+03,4.200000000000000000e+01,-9.239984750601524244e-01
1.510000000000000000e+03,4.200000000000000000e+01,1.424620855702596056e-01
1.484000000000000000e+03,4.300000000000000000e+01,-9.096448953428517559e-01
1.511000000000000000e+03,4.300000000000000000e+01,-2.651207265311694150e-01
1.485000000000000000e+03,4.400000000000000000e+01,-8.253515671050417613e-01
1.512000000000000000e+03,4.400000000000000000e+01,1.574461179548710676e-01
1.486000000000000000e+03,4.500000000000000000e+01,-4.229928641956925972e-01
1.513000000000000000e+03,4.500000000000000000e+01,7.259969188786766781e-01
1.487000000000000000e+03,4.600000000000000000e+01,1.812546188178494333e-01
1.514000000000000000e+03,4.600000000000000000e+01,-9.442032814572802746e-01
1.488000000000000000e+03,4.700000000000000000e+01,-3.335079863867036476e-01
1.515000000000000000e+03,4.700000000000000000e+01,-8.709994894970601864e-01
1.489000000000000000e+03,4.800000000000000000e+01,-9.171136608686453195e-01
1.516000000000000000e+03,4.800000000000000000e+01,-2.318429857065946315e-02
1.490000000000000000e+03,4.900000000000000000e+01,-2.388773078128942351e-01
1.517000000000000000e+03,4.900000000000000000e+01,8.975888372900248102e-01
1.491000000000000000e+03,5.000000000000000000e+01,-3.426897457233419875e-01
1.518000000000000000e+03,5.000000000000000000e+01,-9.197081755822494875e-01
1.492000000000000000e+03,5.100000000000000000e+01,-8.805432661053268495e-01
1.519000000000000000e+03,5.100000000000000000e+01,1.904919190364867121e-01
1.493000000000000000e+03,5.200000000000000000e+01,9.608627912250553571e-01
