row,col,value
1.219000000000000000e+03,0.000000000000000000e+00,-1.031470899113601680e+00
1.240000000000000000e+03,0.000000000000000000e+00,2.429287003295158009e-01
1.220000000000000000e+03,1.000000000000000000e+00,-9.789454616498859396e-01
1.241000000000000000e+03,1.000000000000000000e+00,1.961071811235627904e-01
1.221000000000000000e+03,2.000000000000000000e+00,1.264456220702305789e-01
1.242000000000000000e+03,2.000000000000000000e+00,9.807994994877612394e-01
1.222000000000000000e+03,3.000000000000000000e+00,4.557656444600031720e-01
1.243000000000000000e+03,3.000000000000000000e+00,-8.944930548401185399e-01
1.223000000000000000e+03,4.000000000000000000e+00,-7.896648479857395486e-01
1.244000000000000000e+03,4.000000000000000000e+00,6.819689371804742439e-01
1.224000000000000000e+03,5.000000000000000000e+00,7.799055374568637511e-01
1.245000000000000000e+03,5.000000000000000000e+00,6.031250646212977795e-01
1.225000000000000000e+03,6.000000000000000000e+00,6.304187940427412595e-01
1.246000000000000000e+03,6.000000000000000000e+00,-8.019534146615898695e-01
1.226000000000000000e+03,7.000000000000000000e+00,9.207800291206654775e-01
1.247000000000000000e+03,7.000000000000000000e+00,4.872927391618075976e-01
1.227000000000000000e+03,8.000000000000000000e+00,5.391059030542406649e-01
1.248000000000000000e+03,8.000000000000000000e+00,-8.805638900362359189e-01
1.228000000000000000e+03,9.000000000000000000e+00,-8.742646296898897162e-01
1.249000000000000000e+03,9.000000000000000000e+00,-5.042077780391247543e-01
1.229000000000000000e+03,1.000000000000000000e+01,-1.006654622553722733e+00
1.250000000000000000e+03,1.000000000000000000e+01,9.138524503325259896e-02
1.230000000000000000e+03,1.100000000000000000e+01,-4.758869168606681410e-01
1.251000000000000000e+03,1.100000000000000000e+01,-3.331315597078512991e-01
1.231000000000000000e+03,1.200000000000000000e+01,-9.169706954414391653e-01
1.252000000000000000e+03,1.200000000000000000e+01,-3.670709020303169479e-01
1.232000000000000000e+03,1.300000000000000000e+01,9.154985613925534782e-01
1.253000000000000000e+03,1.300000000000000000e+01,-6.082063621931893538e-02
1.233000000000000000e+03,1.400000000000000000e+01,5.007369005210497992e-01
1.254000000000000000e+03,1.400000000000000000e+01,8.768330697630315473e-01
1.234000000000000000e+03,1.500000000000000000e+01,8.905043438592262772e-01
1.255000000000000000e+03,1.500000000000000000e+01,-4.778444696087851828e-01
1.235000000000000000e+03,1.600000000000000000e+01,-7.577767863480701083e-01
1.256000000000000000e+03,1.600000000000000000e+01,6.162675589200752313e-01
1.236000000000000000e+03,1.700000000000000000e+01,9.180398941814241764e-01
1.257000000000000000e+03,1.700000000000000000e+01,-4.576655859875461974e-01
1.237000000000000000e+03,1.800000000000000000e+01,6.464766721964571028e-01
1.258000000000000000e+03,1.800000000000000000e+01,7.832321592393517440e-01
1.238000000000000000e+03,1.900000000000000000e+01,-9.766874200944274387e-01
1.259000000000000000e+03,1.900000000000000000e+01,-3.459256847180676719e-01
1.239000000000000000e+03,2.000000000000000000e+01,-8.062830206120114029e-01
1.260000000000000000e+03,2.000000000000000000e+01,1.926039202353602153e-01
0.000000000000000000e+00,2.100000000000000000e+01,3.769911184307751455e+02
2.100000000000000000e+01,2.100000000000000000e+01,-3.700000000000000000e+01
1.000000000000000000e+00,2.200000000000000000e+01,3.769911184307751455e+02
2.200000000000000000e+01,2.200000000000000000e+01,-1.071000000000000085e+01
2.000000000000000000e+00,2.300000000000000000e+01,3.769911184307751455e+02
2.300000000000000000e+01,2.300000000000000000e+01,-3.770000000000000018e+00
3.000000000000000000e+00,2.400000000000000000e+01,3.769911184307751455e+02
2.400000000000000000e+01,2.400000000000000000e+01,-8.500000000000000000e+00
4.000000000000000000e+00,2.500000000000000000e+01,3.769911184307751455e+02
2.500000000000000000e+01,2.500000000000000000e+01,-1.176999999999999957e+01
5.000000000000000000e+00,2.600000000000000000e+01,3.769911184307751455e+02
