row,col,value
1.219000000000000000e+03,0.000000000000000000e+00,5.066965970664426555e-01
1.240000000000000000e+03,0.000000000000000000e+00,8.325517450558425070e-01
1.220000000000000000e+03,1.000000000000000000e+00,7.094393636604706677e-02
1.241000000000000000e+03,1.000000000000000000e+00,-1.078773595533478735e+00
1.221000000000000000e+03,2.000000000000000000e+00,8.193557769371293542e-01
1.242000000000000000e+03,2.000000000000000000e+00,-5.543593942604418956e-01
1.222000000000000000e+03,3.000000000000000000e+00,1.692518645650009645e-01
1.243000000000000000e+03,3.000000000000000000e+00,-9.806860153825810444e-01
1.223000000000000000e+03,4.000000000000000000e+00,3.165183433782098321e-02
1.244000000000000000e+03,4.000000000000000000e+00,-1.056796624753580494e+00
1.224000000000000000e+03,5.000000000000000000e+00,-9.888912828474361039e-01
1.245000000000000000e+03,5.000000000000000000e+00,-1.908042955500175442e-01
1.225000000000000000e+03,6.000000000000000000e+00,6.732707432958487948e-01
1.246000000000000000e+03,6.000000000000000000e+00,8.103659115859388473e-01
1.226000000000000000e+03,7.000000000000000000e+00,-9.027877077306993847e-01
1.247000000000000000e+03,7.000000000000000000e+00,5.218187128988429624e-01
1.227000000000000000e+03,8.000000000000000000e+00,3.819653514652188164e-01
1.248000000000000000e+03,8.000000000000000000e+00,9.663475803392254093e-01
1.228000000000000000e+03,9.000000000000000000e+00,1.016474807130033353e+00
1.249000000000000000e+03,9.000000000000000000e+00,-2.002992754227096994e-01
1.229000000000000000e+03,1.000000000000000000e+01,3.308543935507388123e-01
1.250000000000000000e+03,1.000000000000000000e+01,-9.154046331146812321e-01
1.230000000000000000e+03,1.100000000000000000e+01,1.100292776654754778e+00
1.251000000000000000e+03,1.100000000000000000e+01,-4.695296817752261931e-01
1.231000000000000000e+03,1.200000000000000000e+01,-1.029173947023130031e+00
1.252000000000000000e+03,1.200000000000000000e+01,-4.098946512738639303e-01
1.232000000000000000e+03,1.300000000000000000e+01,1.063020133954123203e+00
1.253000000000000000e+03,1.300000000000000000e+01,-6.376108171487199217e-01
1.233000000000000000e+03,1.400000000000000000e+01,2.842851420447408684e-01
1.254000000000000000e+03,1.400000000000000000e+01,9.735642502724494163e-01
