row,col,value
1.219000000000000000e+03,0.000000000000000000e+00,-5.035749041857493502e-01
1.240000000000000000e+03,0.000000000000000000e+00,-8.638931388487408602e-01
1.220000000000000000e+03,1.000000000000000000e+00,-3.597888662775237112e-01
1.241000000000000000e+03,1.000000000000000000e+00,-1.019964738362006962e+00
1.221000000000000000e+03,2.000000000000000000e+00,-2.536835005209699401e-01
1.242000000000000000e+03,2.000000000000000000e+00,-9.580277687723688373e-01
1.222000000000000000e+03,3.000000000000000000e+00,9.568131335736074217e-01
1.243000000000000000e+03,3.000000000000000000e+00,-2.768698840971374753e-01
1.223000000000000000e+03,4.000000000000000000e+00,-6.947580754849337348e-01
1.244000000000000000e+03,4.000000000000000000e+00,-7.960905093976274882e-01
1.224000000000000000e+03,5.000000000000000000e+00,1.028583505807360465e+00
1.245000000000000000e+03,5.000000000000000000e+00,2.274867965384419766e-01
1.225000000000000000e+03,6.000000000000000000e+00,-7.478755918219491816e-01
1.246000000000000000e+03,6.000000000000000000e+00,7.509217400323057179e-01
1.226000000000000000e+03,7.000000000000000000e+00,1.014628138005447822e+00
1.247000000000000000e+03,7.000000000000000000e+00,2.205105187869720595e-01
1.227000000000000000e+03,8.000000000000000000e+00,9.786184615867185022e-01
1.248000000000000000e+03,8.000000000000000000e+00,-3.731555745065432972e-01
1.228000000000000000e+03,9.000000000000000000e+00,5.588427294359233910e-01
1.249000000000000000e+03,9.000000000000000000e+00,-8.662896152572581165e-01
1.229000000000000000e+03,1.000000000000000000e+01,-8.602937137498742892e-01
1.250000000000000000e+03,1.000000000000000000e+01,-4.877223870061292987e-01
1.230000000000000000e+03,1.100000000000000000e+01,1.399494806855271944e+00
1.251000000000000000e+03,1.100000000000000000e+01,-3.941119530510467928e-01
1.231000000000000000e+03,1.200000000000000000e+01,1.092303214807395007e+00
1.252000000000000000e+03,1.200000000000000000e+01,-2.802069992810728161e-02
1.232000000000000000e+03,1.300000000000000000e+01,8.100073045412183870e-01
1.253000000000000000e+03,1.300000000000000000e+01,8.634226682148429255e-01
1.233000000000000000e+03,1.400000000000000000e+01,4.208953232328809801e-01
1.254000000000000000e+03,1.400000000000000000e+01,9.184948306861492329e-01
1.234000000000000000e+03,1.500000000000000000e+01,-6.089215138982664310e-01
1.255000000000000000e+03,1.500000000000000000e+01,-8.300547352006012458e-01
1.235000000000000000e+03,1.600000000000000000e+01,-7.805449258668720747e-01
1.256000000000000000e+03,1.600000000000000000e+01,-7.232871597815212494e-01
1.236000000000000000e+03,1.700000000000000000e+01,4.276983638586530634e-01
1.257000000000000000e+03,1.700000000000000000e+01,-9.416946844563865993e-01
1.237000000000000000e+03,1.800000000000000000e+01,-6.775204963001788538e-01
1.258000000000000000e+03,1.800000000000000000e+01,-7.684667717302476886e-01
1.238000000000000000e+03,1.900000000000000000e+01,9.831996398368810786e-01
1.259000000000000000e+03,1.900000000000000000e+01,-3.507028589998755774e-01
